,Sentences,Label
1559,one disappointing aspects lack notable gore,0
1560,convention never worked well past certainly work,0
1561,visual effects awful,0
1562,cg opening sequence space looked like could created microsoft slideshow god sake,0
1563,explosion gas tanks end awful,0
1564,okay like consider fair critic give credit credit due creature effects actually pretty cool,1
1565,gotta love close ups slimy drooling teeth,1
1566,sum film breeders terrible cheaply made horror movie avoided like ebola virus,0
1567,recommended,0
1568,almost unbearable watch screen little charisma terrible comedic timing,0
1569,aside terrible lead film loads debits,0
1570,understand supposed cheap popcorn comedy mean completely insult intelligence writing incredibly hackneyed borders offensive,0
1571,lewis black considerable talent wasted incendiary unrestrained pg rating certainly allow,0
1572,film sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim,1
1573,originality freshness first movie spent remake little else offer,0
1574,budget evidently limited,0
1575,reflected cast also par script borrowed much earlier classic,0
1576,however decent acting action location work balance things,0
1577,filmiing less expansive,0
1578,failed convey broad sweep landscapes great part original,0
1579,generally lacked imagination,0
1580,recommended,0
1581,possible movie get worse,0
1582,plot keep going first place,0
1583,even women finally show sign improvement expected things happen time film might far asleep,0
1584,beware trashy cult movie trash period,0
1585,believe even sequel,0
1586,precisely giving bad review,0
1587,child truly enjoyed show proudly say enjoyed big time even classical wb cartoons,1
1588,tiny toons kept vibe delivered one popular funny underrated cartoons ever created,1
1589,memories murky say enjoyed every single episode product related show,1
1590,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers,1
1591,characters funny peculiarity true lead character,1
1592,every single character hilarious deserved called lead,1
1593,every element story top excessively phony contrived painful sit,0
1594,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,0
1595,perabo nice energy level obviously comfortable front camera,1
1596,simply excuse something poorly done,0
1597,saw movie thought stupid movie,0
1598,even stupid thought idea volcano los angeles,0
1599,honest unbelievable nonsense foolish,0
1600,conclusion bother movie volcano los angeles nothing nonsense,0
1601,story line awful,0
1602,painful,0
1603,accents absolutely abysmal,0
1604,also enough hypocrisy film make vomit,0
1605,waste time watching rubbish non researched film,0
1606,believe pitch black done well,1
1607,characters interesting want find longer movie goes think people surprised make,1
1608,go watch,1
1609,omit watching,0
1610,funny,1
1611,rating,0
1612,characters interesting really care,1
1613,instant classic great soundtrack catchy song ending credits,1
1614,miss,1
1615,masterful piece film making many themes simmering occasionally boiling warts study poet bohemian self indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self sacrifice,1
1616,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,1
1617,exquisite visual composition moment inventive elegant use close camera angle lighting including pointillistic faux home movie footage wonder joy behold,1
1618,continuously beautiful look bertolucci relationships convincing narrative engaging master work,1
1619,basic premise wasted since sidelined inexplicable focus documentary crew,0
1620,regardless film fails levels,0
1621,avoid costs,0
1622,saw film christmas great film,1
1623,thought errol flynn brilliant custer since become favourite actor,1
1624,acting alongside olivia de havilland brilliant ending fantastic,1
1625,always known errol flynn brilliant actor dads favourite actor grew watching films child,1
1626,watched film realised great actually,1
1627,give film,1
1628,know jim connor energetic nobody could much george well dull,0
1629,really seem want hosting voice overs monotonous get involved guests,0
1630,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,1
1631,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcock black white low budget original,1
1632,nevertheless yet another wonderful film great master stable,1
1633,say film excellently produced tops ratings typical sci fi film,1
1634,excellently produced one sci fi best producers scot vandiver,1
1635,entertaining nonetheless,1
1636,campy sort film joy watch,1
1637,barely boring moment film plenty humorous parts,1
1638,cast always entertaining usual,1
1639,overall delight,1
1640,movie mind bendingly awful even created,0
1641,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0
1642,least said acting better,0
1643,movie excellent job revealing complexity task incredible challenges facing south africa,1
1644,believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1
1645,nothing short magnificent photography cinematography film,1
1646,acting fantastic stories seamlessly woven together dogs splendid must rent view see,1
1647,afraid subtitles worth little aversion therapy,1
1648,excellent performance,1
1649,still good actors around,1
1650,also great directing photography,1
1651,true shakespear must shakespear fans,1
1652,macbeth jason connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting,1
1653,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil,1
1654,love death decay shakespears lyrics one,1
1655,witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award,1
1656,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,1
1657,however paul schrader indeed made film mishima superb complex,1
1658,also notable john bailey fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppola dracula received well deserved oscar,1
1659,even allowing poor production values time format kind mini series baaaaaad,0
1660,unless visually collect extant films austen work skip one,0
1661,watch however small consolations actresses playing anne sisters wonderful job roles,1
1662,good,0
1663,speaking music unbearably predictably kitchy,0
1664,film dropped ball,0
1665,stunning movie,1
1666,raw sublimely moving,1
1667,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyone terror white lie escalating monstrous consequences,1
1668,main players mesmerising,1
1669,tom wilkinson broke heart end everyone else judging amount fumbling hankies hands going faces among males females alike,1
1670,julian fellowes triumphed,1
1671,national treasure,1
1672,go see,1
1673,excellent film,1
1674,aerial scenes well done,1
1675,also right balance war love,1
1676,film gives meaning phrase never history human conflict much owed many,1
1677,kris kristoffersen good movie really makes difference,1
1678,good film great director,1
1679,definitely one better documentaries seen looking family relationships marriage,1
1680,many continuity errors one user commented different cars garage joe glasses one got fact joe facial hair configuration seemed change scene scene,0
1681,great movie,1
1682,stars,1
1683,see movie inspiration anyone come overcome fear rejection,0
1684,bad actually worth seeing reason,0
1685,punishment park brilliant piece cinema,1
1686,shot southern california desert using patent faux documentary style watkins creates film like,1
1687,one peter watkins accessible films,1
1688,advise look,1
1689,wont regret,1
1690,highly recommended,1
1691,well keep thinking bad,0
1692,mediocre miserable hollow laughable predictable piece garbage,0
1693,case bad laughable,0
1694,bad performance plays angela bennett computer expert home time,0
1695,film nothing pretext show ridiculous action scenes,0
1696,awful,0
1697,still bad actress repeating robotic face moves pictures,0
1698,results well shame,0
1699,delete film mind,0
1700,one worst shows time,0
1701,show would begin smart ass ed comments would totally wall uncalled,0
1702,fat computer geek unbelievable bible thumper bad ass girl actors,0
1703,never heard except cole totally unbelievable part,0
1704,every time opened mouth expect hear see kids pulling plug mercy killing horrible show,0
1705,stories unbelievable actors,0
1706,lame would best way describe,0
1707,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility,1
1708,success film depends casting sydney greenstreet alexander yardley character,1
1709,attractive set used throughout film eye pleasing gem,1
1710,im big fan rpg games movie disgrace self respecting rpger,0
1711,lines cuts audio everything wrong,0
1712,find better movies youtube,0
1713,top line waste time money one bad comes,0
1714,lassie movie put sleep forever,0
1715,describe painfully dreary time waster film,0
1716,mediocre every aspect becomes dull uninteresting mess one forgettable movies seen,0
1717,even achievement bad good bad memorable movie,0
1718,empty hollow shell movie,0
1719,seriously worth wasting kid time,0
1720,avoid avoid avoid,0
1721,drive barking mad,0
1722,transfers good,1
1723,nice relaxing late night viewing,1
1724,movie full wonderful dancing hence title,1
1725,great music terrific scenery,1
1726,handles tough issues dignity grace course shocking spoiler,1
1727,happy wonderful feel good ending,1
1728,point journey journey touches every member family,1
1729,one movies need see whenever comes tv never mind fact already memorized,1
1730,nothing new,0
1731,done second movie,0
1732,movie almost action scenes little comedy,0
1733,plot holes pair fishnet stockings direction editing astonishingly ham fisted,0
1734,earth irons film,0
1735,saw film recommend,1
1736,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good,1
1737,good film indeed great unconditional love,1
1738,tom wilkinson character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel character anguish suffering,1
1739,emily watson character strong give quick glance understand everything,1
1740,despite pans reviewers liked movie,1
1741,fact liked better interview vampire liked lestat stuart townsend better cruise attempt,1
1742,aailiyah pretty good akasha places compelling first entrance mini dance scene,1
1743,big fan series mostly due anne rice style sensitivities treatments,1
1744,guess liked details dysfunction believable,1
1745,football scenes end perplexing,0
1746,thought acting skilled,1
1747,meredith better right,1
1748,charming film wonderful sentiment heart,1
1749,rare film maker takes time tell worthy moral tale care love fall trap overly syrupy indulgent,1
1750,nine ten truly lovely film,1
1751,early film future goremeister lucio fulci good addition giallo sub genre,1
1752,one best italian thrillers early,1
1753,standout scene,1
1754,scene strong unpleasant,0
1755,technically film well made impressive camera work solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sounds like coming distant hill,1
1756,still wild stuff though highly recommended fans giallo cinema,1
1757,movie interesting beginning end,1
1758,liked way dustin hoffman character ready everything stay son,1
1759,movie also revealing,1
1760,personally think shows people learn find compromise self without involving people issue,1
1761,boring,0
1762,tired clich lazy writing come thick fast,0
1763,ps scene movie cool central character finds room blown,1
1764,fresh subtle rather sublime effect,1
1765,italian reviewer called small great film right,1
1766,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star,1
1767,learn lot real inside emotions people movie lot movie business,1
1768,movie movie situations beginning game played acting coach fascinating,1
1769,also music mark snow possibly best score ever heard,1
1770,forget movie,1
1771,film made,0
1772,film ultra cheap look,0
1773,result film look right,0
1774,none engaging exciting,0
1775,plot nonsense interest slightest way uniqueness,0
1776,foreigner worth one second time,0
1777,saw child tv back stranger loved,1
1778,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr,1
1779,movie awesome,1
1780,loved really scary,1
1781,love scream movies horror movies one ranks way,1
1782,want real scare rent one,1
1783,extraordinary film,1
1784,courtroom drama compelling indictment american justice system frightening,1
1785,film highlights fundamental flaws legal process discovering guilt innocence rather presents better court,1
1786,film well paced understated one best courtroom documentaries seen,1
1787,mostly routine fact based tv drama gets boost fine performance cole,1
1788,predictable bad watch,1
1789,clear range ability pull part,1
1790,carries movie well,1
1791,constantine gives everything right intensity seems good understanding underlying psychological motivations,1
1792,wonderful inspiring watch hope gets released video dvd,1
1793,piece trash ever released beyond acting story characters supposedly special effects etc wrong,0
1794,fact stinker smells like direct video release,0
1795,avoid costs,0
1796,star trek v final frontier worst series,0
1797,acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain,0
1798,attempts humor pitiful story awful dosen bear thinking basically involves vulcan stealing enterprise find god seriously care film oh mention uhura belly dance distract male guards,0
1799,place good film garbage,0
1800,worst one series,0
1801,editing editing film phenomenal opinion,1
1802,song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions,1
1803,cinematography film shot interesting way,1
1804,course footage grainy enhanced film,1
1805,film offers many delights surprises,1
1806,achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layers excellent film,1
1807,story unfolds th century jutland use period music played period instruments one fine touch,1
1808,share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor,1
1809,understated film leaves lasting impression,1
1810,warmth generates contrast austere backdrop,1
1811,leave theater wanting go dance stars,1
1812,acting expect cast top notch,1
1813,characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic,1
1814,angus scrimm also turns good performance somewhat brief memorable role gently menacing violin playing anatomist doctor quinn,1
1815,conclusion loved,1
1816,long time since entertained movie,1
1817,struggle find anything bad say,1
1818,mark words one cult films like evil dead phantasm people still discovering falling love years line,1
1819,pretty surprising wonderful film made hollywood generally collective heads sand concerning black white issues time,1
1820,film deserves strong kudos taking stand exceptional acting mostly lesser known cast super intelligent script insult audience take easy way comes white racism,1
1821,plus movie rather modest budget fast running time amazing job,1
1822,juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south,1
1823,trumbull love lucy,1
1824,see kids chance open amazing dialog far race relations come last years,1
1825,see films,1
1826,year however reminded us huston still top game evinced faithful adaptation james joyce acclaimed novella dead,1
1827,feelings thoughts gabriel discomfort dance intangibles leap life come within viewer grasp huston portrayal,1
1828,disappointed wondered could oscar shortlist,0
1829,slow,0
1830,lot holes plot nothing became emperor nothing spend years childhood mature age,0
1831,waste time,0
1832,end days one worst big budget action movies ever seen,0
1833,surely know make coherent action movie screenwriter air force one obliged write script big sum money,0
1834,one worst films ever seen,0
1835,still trying get bad,0
1836,movie possibly one creative works horror ever,1
1837,everything could want suspense drama comedy confusing subplots native americans brain eating looking end brainsucking movies look,1
1838,great sound effects impressive special effects recommend movie enough,1
1839,call nut think one best movies ever,1
1840,great character actors telly savalas peter boyle,1
1841,hour minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking,0
1842,lots holes script,0
1843,like bad two hour tv movie,0
1844,imagine every single one decisions made wrong,0
1845,dialogue atrocious,0
1846,acting beyond abysmal,0
1847,everything stinks,0
1848,trouble writing directing make impossible establish things make movie watchable like character story theme,0
1849,worse incredibly weak sub plot thrown follows little band latter day mansonites go reporter working story anniversary killings,0
1850,dumb pointless complete waste time,0
1851,short bother movie,0
1852,spoil ending pretty amazing,1
1853,best scene movie end spoil,1
1854,ever indication writer director ability meld two highly volatile temperaments seamless union creativity,1
1855,result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretations fame,1
1856,film easily forgotten,1
1857,kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor,1
1858,scripting subtle comedy unmatched movie recent years,1
1859,characters interesting even bit predictable,1
1860,highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular,1
1861,great movie,1
1862,also story acting weak,0
1863,around pm bought around pm started watch around pm fast forwarded remaining film see anything left watchable human brain,0
1864,either way sucks,0
1865,script horrendously stupid,0
1866,story starts fast absolutely suspense build slightest,0
1867,everything captain howdy says either laughable plain stupid,0
1868,hell kind crap,0
1869,plot holes,0
1870,could drive semi truck holes,0
1871,linda cardellini thing good film,1
1872,poised amazing,1
1873,dee snider plain sucks,0
1874,act one least scary villains ever seen write write damn movie sleep,0
1875,bored throughout whole damn thing,0
1876,acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks,0
1877,film tries serious sophisticated thriller horror flick fails miserably,0
1878,probably one least effective utterly unoriginal films ever seen entire life,0
1879,piece cinematic garbage captured celluloid,0
1880,avoid costs,0
1881,rate film stinks funny fulci stayed giallo supernatural zombie movies,0
1882,avoid film costs,0
1883,know happened season five mess,0
1884,consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict,0
1885,movie really dislike,0
1886,one boring horror movies mainly starts slow centers boring atmosphere,0
1887,puppets look really cheesy good way like puppet master flicks,0
1888,story lame interesting never really explains sinister origins puppets,0
1889,death scenes like previous movies f x terrible,0
1890,felt asleep first time watched recommend insomniacs,0
1891,fact film wonderful heartwarming tale two people chasing dreams,1
1892,best part nurse betty unpredictability,1
1893,director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next,1
1894,otherwise even waste time,0
1895,one fails create real suspense,0
1896,killer expect anything original even remotely frightening,0
1897,however pretty good acting least type film,1
1898,sorry really recommend anyone,0
1899,one boring pointless movies ever seen,0
1900,secondary plot line incomprehensible relation primary plot line mystifying,0
1901,hated,0
1902,one worst sandra bullock movie since speed quite bad,0
1903,understand garbage got shelves movie store even real movie,0
1904,highly doubt anyone could ever like trash,0
1905,movie making,0
1906,acting like watching wooden puppets moving around reading book bad,0
1907,warn rent movie dumbest thing never seen,0
1908,saw short film hbo day absolutely loved,1
1909,realize wonderful short really last two scenes,1
1910,excellent short film,1
1911,hopefully director james cox turn short feature length film cast win us whole new film,1
1912,agree jessica movie pretty bad,0
1913,characters one dimensional even good guys especially bad guys,0
1914,story line totally predictable,0
1915,much dialogue much music whole film shot elaborately aesthetically like sculpture,1
1916,seen soap operas intelligent movie,0
1917,bad characters bad story bad acting,0
1918,really awful,0
1919,easy watch,0
1920,funny clever hip like pray previous film hype,1
1921,long time see charismatic actor screen,1
1922,paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years,1
1923,movie completely perfect titta di girolamo stay long time vision movie,1
1924,rate movie,1
1925,know emilio estevez directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye,1
1926,interplay martin emilio contains wonderful chemistry saw wall street martin charlie,1
1927,kathy bates wonderful characters subtle desperation escapism variation character play fields lord,1
1928,readers already seen one miyazaki films still top form made another worthwhile experience,1
1929,never condescends characters good genuine hearts believable problems,1
1930,two main characters may two believable children ever saw put screen,1
1931,easy love even easy identify,1
1932,movie great especially enjoy visual arts,1
1933,scenery two daughters paint photograph beautiful,1
1934,story also funny poignant times,1
1935,people like european films art movies like movie,1
1936,truly art movie actually lot art,1
1937,go rent,1
1938,however finally watching film realized closed mind brilliance depicts also found watching,1
1939,one movie never ceases interest simply keeps alert try attempt decipher meanings,1
1940,brilliance indeed,1
1941,liked movies like matrix better yet sequels think appreciate thought provoking mindblowing experience film give,1
1942,think film like dream,1
1943,simply beautiful,1
1944,rickman stowe play roles hilt tale childrens book writer maybe written subversive tract,1
1945,gloriously fun fast paced fairly accurate portrayal night raver,1
1946,presents idyllic yet serious portrayal ups downs characters lives,1
1947,whatever avoid groove antithesis good human traffic,0
1948,bad everyone else involved share crowe level dedication quality far better film hands sub par mess,0
1949,movie seemed little slow first,0
1950,picked speed got right point,1
1951,showed exactly government scientist argued humanity reasons gadget,1
1952,enjoyed,1
1953,recommended friends,1
1954,particularly pleased acting ability dwight schultz,1
1955,actors truly understand become particular character delivering convincing sincere performance,1
1956,screen chemistry critical entire film genuine,1
1957,film dialogue natural real life,1
1958,writer gorman bechard undoubtedly homework references industry character age appropriate,1
1959,incredible soundtrack truly captures essence film,1
1960,track commands sentiment actually contributing scenes characters,1
1961,definitely worth seeing sort thought provoking film forces question threshold loneliness,1
1962,hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1
1963,time seems film animation dominated disney pixar cgi masterpieces refreshing comforting know miyazaki still relying traditional hand drawn animation tell charming enchanting stories,1
1964,enough said remarkable animation film,1
1965,art style appearance crayon pencil drawings wonderfully colorful fanciful,1
1966,act film glad gonna drift away earth far possible,0
1967,one wants surf small wave space movies deep impact armageddon one fails everywhere,0
1968,choked vomit end cheap drama worthless dialogue must bored death waste time,0
1969,still makes super ending depicts great sea vessel taken mighty frost,1
1970,consider excellent story solid acting look film added bonuses,1
1971,instead got bore fest whiny spoiled brat babysitting,0
1972,watched two sundays ago march th began really enjoy time taped entire thing,1
1973,well acted done tv movie,1
1974,judith light one favorite actresses think superb job film,1
1975,keep watching,1
1976,sad movie good,1
1977,seen movie definitely recommend,1
1978,lovely usual cutie,1
1979,still quite interesting entertaining follow,1
1980,recommend confidence,1
1981,movie well balanced comedy drama thoroughly enjoyed,1
1982,riot see hugo weaving play sex obsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander,1
1983,anyway plot flowed smoothly male bonding scenes hoot,1
1984,opening sequence gem classic cat n mouse games follow delight watch,1
1985,fans genre heaven,1
1986,lange become great actress,1
1987,looked like wonderful story,1
1988,never walked movie faster,0
1989,got bored watching jessice lange take clothes,0
1990,unfortunately virtue film production work lost regrettable script,0
1991,word embarrassing,0
1992,exceptionally bad,0
1993,insult one intelligence huge waste money,0
